age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
20,Female,121215,3.78,23,13,5.03,3.65,1.2,1,6.99,4.5,9.93,7.81,47.44,64.31,2.41,0.43,0.21,0.41,0.72,0.36,7.52,8,93,2.46,6,1,665.18,0,6.45,2.96,8.3,30.0,6.24,5.25,3.49,91,10
56,Male,80914,0.92,27,6,6.23,0.86,0.29,3,5.84,7.85,4.3,6.72,65.05,57.98,0.0,0.16,0.7,0.51,0.27,0.15,10.36,7,118,1.31,4,0,124.17,2,9.61,5.41,4.47,23.54,4.07,5.98,4.72,85,9
56,Male,76470,2.98,25,15,5.84,1.26,0.01,4,3.81,4.35,8.6,5.18,62.86,100.0,3.42,0.7,0.2,0.47,0.65,0.16,10.04,0,389,2.67,5,0,124.37,3,1.75,4.53,3.51,23.53,7.71,6.6,3.8,75,1
17,Male,12967,6.85,6,15,4.85,2.77,0.21,8,4.66,6.96,9.02,4.85,76.59,62.05,2.15,0.56,0.2,0.74,0.26,0.53,4.34,43,110,1.22,4,0,1688.03,0,5.59,4.21,5.5,22.61,9.3,4.65,1.62,69,2
51,Female,92865,7.16,25,4,9.27,3.39,0.09,6,0.79,2.67,6.55,4.06,64.81,58.71,5.02,0.58,0.17,0.67,0.9,0.62,3.81,11,362,2.54,9,0,1202.67,9,3.25,4.54,10.0,23.21,22.52,5.27,2.69,20,8
16,Female,14137,5.36,12,4,8.79,0.59,4.28,2,6.36,6.63,7.8,3.47,56.8,51.0,3.43,0.59,0.38,0.29,0.87,0.79,5.57,30,466,1.32,3,0,529.21,9,5.03,7.26,4.93,29.16,15.69,2.91,7.91,24,6
18,Other,69707,4.71,17,15,6.81,1.88,1.11,7,3.18,5.87,3.93,5.94,100.0,93.94,2.91,0.9,0.18,0.42,0.51,0.6,7.44,18,101,4.98,7,0,59.67,6,3.19,4.47,4.31,23.05,8.67,3.81,3.47,29,9
57,Female,108710,1.88,13,8,7.27,1.57,1.97,10,3.93,3.26,6.32,6.7,66.58,77.13,0.47,0.51,0.36,0.11,0.54,0.3,5.88,27,100,0.28,1,1,522.51,1,5.81,2.21,6.81,21.2,4.22,4.3,5.62,45,10
44,Female,36106,2.68,9,3,8.32,0.15,4.38,1,5.12,9.69,5.0,3.54,89.79,82.89,2.81,0.24,0.14,0.22,0.36,0.61,3.98,27,105,0.63,2,0,255.59,3,1.97,4.04,8.57,22.68,9.15,8.48,5.08,26,4
42,Male,76400,3.76,7,17,7.25,0.58,4.09,9,5.69,6.19,6.65,10.0,67.9,62.19,4.93,0.32,0.2,0.41,0.66,0.62,0.93,21,323,1.41,9,1,501.44,6,7.56,5.49,8.53,30.47,4.59,8.89,1.37,98,5
59,Male,37909,3.03,19,5,6.58,0.49,0.25,4,4.2,3.4,6.49,7.17,68.95,56.11,2.17,0.62,0.46,0.48,0.52,0.3,4.26,44,422,1.52,5,0,602.21,2,3.82,3.64,5.83,23.3,16.41,5.28,2.0,67,7
47,Male,82954,5.14,13,18,8.35,1.31,1.7,3,3.46,2.32,5.27,8.97,60.58,86.16,4.6,0.46,0.35,0.35,0.61,0.68,1.79,35,332,1.17,5,1,1537.72,4,2.82,4.12,2.51,29.75,6.93,6.2,5.82,74,6
52,Male,78880,3.01,17,23,8.03,3.82,0.76,3,7.58,5.43,5.94,2.23,57.17,80.57,2.86,0.3,0.17,0.3,0.58,0.38,4.9,44,326,1.18,9,1,36.48,2,8.24,5.4,6.94,21.38,5.82,3.68,4.55,46,10
28,Female,72712,6.67,37,9,7.72,0.17,5.63,6,4.7,9.19,6.64,6.5,91.97,34.42,4.74,0.28,0.37,0.49,0.18,0.24,7.41,48,22,5.83,6,0,950.62,7,0.17,2.74,3.12,25.83,13.84,2.69,6.2,61,8
25,Female,62781,4.19,23,17,8.66,10.61,3.07,7,7.9,8.91,9.86,3.78,76.64,100.0,4.26,0.26,0.08,0.6,0.31,0.72,1.98,21,342,1.57,7,0,339.13,0,5.51,5.83,5.54,21.64,5.2,5.69,3.65,16,7
54,Male,88905,0.58,5,16,7.54,1.11,4.65,5,5.88,2.87,6.62,7.81,66.67,75.13,1.13,0.84,0.3,0.3,0.59,0.63,8.08,48,405,0.21,1,0,122.14,2,7.31,8.79,6.25,31.44,4.06,1.31,5.12,92,4
42,Female,140811,17.66,17,1,7.88,0.01,2.5,8,7.65,5.28,5.13,5.82,82.32,76.04,10.0,0.05,0.1,0.48,0.6,0.07,6.88,37,181,4.38,7,0,207.49,10,4.98,7.33,8.34,21.21,23.89,4.53,3.36,85,6
31,Female,51208,2.88,21,1,6.59,0.03,3.74,3,7.64,2.27,6.25,5.92,39.31,81.33,0.99,0.46,0.03,0.32,0.16,0.52,11.76,44,169,2.49,0,1,1177.75,2,6.04,6.01,4.09,23.47,4.35,3.68,3.6,73,7
29,Male,137207,5.46,30,19,6.93,0.33,2.93,7,3.86,2.29,8.92,8.35,73.83,78.04,4.46,0.34,0.22,0.5,0.9,0.52,3.01,37,358,1.55,0,0,142.48,3,2.38,5.21,5.1,21.66,9.82,5.33,4.39,58,8
31,Female,108388,0.27,27,15,5.7,0.33,0.53,2,4.5,4.75,6.58,6.81,71.75,64.11,1.05,0.74,0.64,0.22,0.07,0.51,7.67,7,413,0.99,2,0,6.17,9,4.83,1.81,7.11,22.59,3.23,1.48,3.76,1,8
40,Male,50188,7.13,14,23,6.9,4.44,0.63,1,3.56,3.74,7.51,2.49,75.28,69.44,2.73,0.32,0.45,0.26,0.51,0.19,1.23,10,51,0.97,3,0,730.87,9,4.03,5.2,7.13,25.37,9.63,4.18,2.97,27,8
38,Female,19980,1.07,3,15,7.22,2.25,7.58,3,7.83,6.09,5.43,7.19,53.08,66.73,0.56,0.54,0.16,0.48,0.81,0.86,8.71,22,15,1.2,6,0,184.87,7,6.39,2.87,0.45,21.71,4.31,3.27,0.37,29,7
49,Female,18693,2.04,14,13,10.38,2.35,0.13,7,4.39,9.91,7.75,5.58,62.74,92.95,1.1,0.36,0.12,0.26,0.93,0.67,8.77,12,308,4.77,5,0,1853.1,2,3.97,7.63,5.77,18.79,4.28,9.34,1.95,46,7
38,Male,78200,0.5,38,22,6.97,3.59,0.19,3,3.45,6.75,6.02,6.35,67.42,66.24,0.42,0.31,0.15,0.09,0.64,0.69,0.46,31,203,0.9,7,1,801.36,3,4.99,4.92,6.9,23.89,3.82,2.02,5.87,98,5
35,Other,138643,5.49,26,11,9.7,2.02,0.06,3,5.06,6.19,5.19,4.12,66.65,72.17,2.74,0.43,0.35,0.49,0.92,0.65,1.69,16,278,0.89,10,0,91.19,5,5.54,8.38,7.35,21.4,5.82,3.67,1.3,95,8
21,Female,46394,2.65,24,0,7.61,1.85,3.46,2,2.93,3.22,6.47,5.71,82.41,92.54,2.17,0.3,0.4,0.16,0.98,0.29,7.79,5,391,6.41,8,0,770.23,9,4.53,6.23,6.83,14.95,6.01,3.18,4.38,79,3
24,Female,114666,1.96,33,9,7.69,0.34,2.78,3,2.38,8.32,2.31,1.46,93.28,66.69,0.8,0.55,0.06,0.78,0.45,0.73,3.27,36,355,1.69,8,0,1036.9,1,1.91,6.26,5.97,30.08,5.92,4.31,5.09,19,8
13,Female,145981,6.7,20,4,6.21,2.64,1.0,4,0.44,6.15,7.5,6.52,75.26,74.36,5.68,0.56,0.38,0.25,0.08,0.74,13.16,49,61,2.95,10,0,168.38,0,5.0,6.24,5.84,28.06,12.41,5.5,2.44,50,8
13,Female,60382,3.41,27,15,7.37,0.69,0.93,7,3.19,2.26,7.89,7.27,74.42,90.24,3.12,0.91,0.13,0.57,0.64,0.37,7.53,47,130,3.55,3,1,387.84,10,7.22,4.08,5.22,23.13,7.16,7.39,5.28,65,9
59,Male,121927,8.5,12,6,6.27,3.31,0.08,8,5.68,6.43,8.84,8.32,81.92,86.15,5.71,0.5,0.33,0.22,0.51,0.53,7.45,10,44,1.56,2,1,197.55,4,6.29,6.79,8.62,21.87,12.7,3.41,6.79,44,1
46,Female,67919,5.17,3,3,6.27,4.58,3.94,7,4.01,7.37,6.75,8.67,66.66,79.11,3.5,0.75,0.32,0.35,0.79,0.17,3.29,43,477,7.28,8,0,390.96,9,3.33,4.17,5.8,27.72,5.34,2.61,3.64,30,7
44,Female,41436,0.74,24,11,6.72,0.96,0.09,6,7.51,6.2,4.16,7.5,86.47,74.9,0.0,0.62,0.17,0.23,0.34,0.05,7.66,34,238,2.08,0,1,601.45,0,1.6,4.18,6.27,18.49,1.25,6.24,2.79,36,7
37,Male,5080,3.71,11,24,5.74,2.64,2.36,4,6.59,7.22,6.47,9.29,50.44,82.47,2.62,0.5,0.47,0.19,0.63,0.56,2.57,42,280,1.35,5,1,1072.6,5,4.16,5.47,2.13,21.58,11.4,2.79,7.22,84,6
52,Male,116605,2.27,34,10,6.65,3.29,1.66,5,4.71,8.25,7.86,5.09,61.72,97.29,1.95,0.86,0.3,0.17,0.1,0.51,7.14,47,411,0.22,6,1,263.61,0,2.33,4.03,7.93,21.54,2.89,1.91,6.54,26,2
57,Female,149698,8.11,30,1,9.3,4.01,0.63,4,5.86,4.88,7.86,4.85,42.69,62.09,5.42,0.52,0.42,0.05,0.51,0.62,2.47,14,447,2.55,0,1,412.55,1,7.22,4.2,4.07,20.87,10.49,5.82,1.2,52,8
13,Female,75127,4.04,16,4,7.19,0.4,5.16,3,6.02,1.7,3.51,4.33,61.72,63.21,4.92,0.57,0.07,0.28,0.58,0.54,5.63,11,355,1.34,5,0,129.48,4,4.87,6.16,5.51,25.88,11.0,8.34,3.95,93,10
28,Female,96857,2.14,21,3,8.5,0.91,0.66,2,4.53,2.1,6.1,5.31,60.92,75.5,2.62,0.18,0.26,0.85,0.45,0.49,8.27,23,484,1.81,7,1,842.72,1,6.14,7.27,6.75,31.34,6.85,8.18,5.81,81,2
51,Female,22722,7.15,25,15,4.35,5.82,0.62,7,5.09,5.82,6.19,4.41,43.22,41.25,5.46,0.61,0.39,0.55,0.33,0.35,1.71,24,217,1.67,7,1,2421.08,4,10.0,4.78,8.29,23.39,13.92,3.87,0.61,36,1
17,Female,30733,1.35,29,9,5.78,0.42,0.89,8,6.48,2.38,5.65,5.79,52.12,96.46,0.38,0.36,0.03,0.41,0.66,0.11,14.35,5,102,0.79,3,1,886.55,10,7.28,3.29,5.73,21.69,3.33,5.08,5.94,23,8
34,Female,114281,2.71,32,4,7.03,1.48,0.44,6,5.5,3.87,4.45,8.95,67.45,60.25,2.5,0.37,0.47,0.43,0.7,0.54,8.97,4,157,0.49,0,1,237.49,4,6.92,8.98,4.8,20.71,8.25,5.49,1.78,59,1
41,Male,57539,12.54,22,2,10.1,1.54,1.33,4,5.1,5.0,5.46,5.5,42.09,63.22,9.25,0.87,0.25,0.48,0.45,0.58,2.1,49,234,1.69,8,1,287.95,1,5.34,0.9,7.38,26.42,19.43,5.36,3.46,27,3
15,Female,113544,3.7,27,18,8.29,0.11,2.19,9,5.23,6.39,8.22,5.02,56.73,87.52,2.77,0.84,0.32,0.26,0.23,0.6,0.84,11,415,2.99,2,1,1254.28,1,3.57,2.81,9.98,20.2,10.83,7.64,2.9,84,2
24,Female,76001,2.5,7,4,5.0,0.77,0.46,6,3.06,8.08,3.97,5.0,100.0,58.28,2.04,0.77,0.29,0.36,0.44,0.56,17.9,21,69,5.61,8,1,1071.2,5,9.36,5.03,4.01,26.47,9.33,2.72,2.12,68,6
38,Female,113508,1.1,39,5,6.72,3.26,0.08,5,4.34,3.77,5.9,7.97,88.34,86.94,0.51,0.47,0.37,0.7,0.4,0.72,20.18,49,31,4.58,0,0,137.72,7,7.1,7.02,7.46,29.44,4.88,3.69,0.0,93,6
28,Female,60768,2.98,2,14,5.19,1.6,2.46,3,7.11,3.58,9.93,7.21,76.49,85.47,0.85,0.71,0.1,0.54,0.6,0.66,11.58,30,216,2.77,6,1,151.65,8,3.59,5.37,8.47,26.35,4.92,4.0,4.49,86,2
49,Male,64801,6.95,4,0,4.49,0.23,2.0,7,4.18,5.06,8.59,3.94,56.63,76.4,4.76,0.52,0.54,0.6,0.55,0.33,7.66,7,473,1.39,0,0,675.69,5,7.76,8.53,1.66,17.17,9.68,8.56,1.61,13,2
34,Male,43927,4.05,34,11,8.27,0.28,3.3,7,5.85,0.0,4.98,10.0,84.52,60.19,2.6,0.42,0.21,0.31,0.65,0.33,3.7,30,319,2.53,3,1,541.89,6,4.43,4.33,5.08,28.41,4.62,6.95,6.6,46,4
41,Female,83472,4.83,34,19,3.69,0.05,1.07,3,2.64,5.32,0.17,3.55,63.07,86.89,2.84,0.21,0.36,0.33,0.82,0.7,4.83,20,357,1.05,6,0,29.27,8,4.61,8.79,4.31,25.1,10.41,6.39,6.59,4,1
26,Female,73575,5.84,23,19,7.63,0.17,0.62,8,6.64,0.87,8.19,5.8,69.87,50.56,4.85,0.33,0.45,0.42,0.44,0.63,8.92,44,343,0.7,8,1,23.82,2,4.51,6.08,7.35,25.71,12.02,3.45,6.28,97,6
40,Male,23368,3.77,14,14,9.11,0.54,3.68,1,4.61,5.44,6.97,5.16,86.23,68.68,1.39,0.37,0.63,0.18,0.85,0.12,8.9,33,160,5.76,10,0,503.61,6,4.29,6.63,4.67,23.35,7.63,4.01,1.04,50,6
17,Female,136131,7.41,38,12,6.22,1.79,0.24,8,3.81,9.0,7.68,6.8,80.21,67.25,6.03,0.77,0.14,0.69,0.63,0.47,17.43,45,303,3.48,5,1,263.31,8,2.8,4.58,4.54,28.19,9.4,4.81,6.38,35,8
59,Male,86241,2.65,14,24,7.7,0.41,1.73,1,4.23,7.82,6.44,6.94,85.1,58.3,0.99,0.72,0.28,0.48,0.34,0.21,8.36,5,112,0.48,10,1,270.28,7,7.93,4.14,5.15,32.2,6.71,5.34,6.07,31,5
42,Female,79418,2.19,13,18,7.25,5.73,4.46,8,2.44,0.09,4.37,3.21,59.87,84.57,2.61,0.52,0.14,0.41,0.26,0.49,6.45,13,327,1.08,2,0,877.61,10,3.7,5.7,7.34,20.71,3.01,6.64,0.0,98,10
58,Male,105998,2.95,30,22,8.36,0.87,0.54,2,4.79,1.53,6.97,3.87,39.37,90.97,2.1,0.72,0.25,0.42,0.21,0.86,5.07,3,399,1.69,4,0,118.66,2,4.61,6.35,7.11,17.17,4.89,3.34,5.34,56,7
17,Female,86863,1.87,17,16,7.35,0.55,4.05,10,5.11,7.22,9.0,3.12,82.37,58.47,0.5,0.77,0.4,0.15,0.32,0.57,23.44,12,11,3.55,6,0,115.2,8,3.75,7.94,6.11,32.63,5.47,4.14,4.82,1,1
24,Male,57251,3.18,28,7,5.63,3.06,4.2,9,7.3,6.62,7.01,5.04,100.0,82.87,1.04,0.55,0.42,0.25,0.87,0.48,4.69,39,433,1.84,1,0,276.77,8,3.64,6.23,6.1,22.43,3.71,2.37,2.36,74,10
28,Male,32436,6.24,22,22,6.36,2.51,1.48,9,8.71,3.55,8.53,9.11,54.94,49.58,4.17,0.71,0.42,0.42,0.7,0.11,11.03,36,281,0.39,1,0,786.5,6,3.67,6.21,8.22,22.93,11.68,4.09,4.34,62,2
38,Female,106557,0.76,39,20,5.65,0.24,1.19,6,7.84,6.59,9.47,5.5,67.76,93.79,0.0,0.44,0.26,0.24,0.28,0.66,2.07,42,94,5.57,5,1,1732.78,1,3.46,3.44,7.3,28.37,9.76,5.33,3.01,76,6
38,Female,72747,3.28,1,9,6.95,1.68,0.33,4,6.14,5.14,4.47,8.05,72.88,52.07,1.71,0.26,0.06,0.23,0.11,0.14,10.63,26,302,3.78,10,0,1144.45,5,1.43,6.96,7.92,23.52,7.69,4.46,2.72,1,2
33,Male,21413,3.41,16,8,6.58,1.27,8.31,5,2.17,3.0,5.2,5.73,63.86,54.59,2.73,0.12,0.46,0.26,0.44,0.69,10.58,29,327,2.26,8,0,1546.27,1,2.22,5.25,5.33,27.55,8.64,1.86,8.1,70,8
51,Female,91953,1.14,28,22,6.28,2.59,8.19,5,5.07,5.11,6.93,8.22,67.58,70.65,1.6,0.44,0.18,0.09,0.54,0.42,6.21,13,332,1.91,10,1,20.56,3,4.46,5.78,7.48,24.6,1.89,5.92,5.27,82,9
48,Female,53158,3.09,21,24,5.15,1.21,0.24,5,5.13,4.7,5.96,10.0,57.97,62.57,2.15,0.25,0.28,0.41,0.44,0.69,3.22,40,354,1.53,2,1,1056.47,5,3.61,5.98,7.41,29.05,9.07,2.67,2.62,8,3
45,Male,17475,0.75,25,0,9.77,6.9,0.3,4,6.31,1.98,4.44,7.4,66.73,70.85,0.0,0.88,0.44,0.68,0.39,0.77,2.88,38,492,4.28,3,1,418.36,6,4.47,3.98,5.48,18.64,3.53,6.91,6.77,90,4
42,Female,139077,3.53,1,18,7.34,1.57,0.8,9,0.0,7.7,3.38,7.24,87.96,59.36,3.66,0.12,0.19,0.21,0.71,0.34,5.78,41,125,0.53,8,1,285.91,7,2.79,5.13,4.09,27.18,8.92,5.13,4.63,98,2
49,Male,91574,1.66,21,14,8.41,1.0,3.25,4,5.19,4.67,5.54,4.43,70.99,64.97,0.96,0.5,0.36,0.6,0.47,0.84,5.66,1,405,4.02,10,0,1131.96,8,3.44,6.47,4.45,16.14,6.2,2.56,3.17,14,3
35,Female,74287,4.59,2,20,9.02,0.49,2.02,2,2.52,5.94,10.0,6.56,73.93,89.71,2.78,0.65,0.12,0.36,0.47,0.58,5.95,13,415,1.62,2,0,964.99,10,5.93,4.4,5.09,21.71,8.14,5.56,3.71,11,2
22,Female,96284,0.36,18,5,6.47,0.71,9.37,3,3.09,4.73,6.65,3.6,61.19,61.35,0.0,0.62,0.25,0.25,0.77,0.44,5.32,31,370,4.37,1,1,223.39,5,7.28,4.14,5.93,16.06,4.56,3.37,4.11,30,10
17,Male,14652,11.39,2,7,4.63,0.03,2.88,4,3.77,0.0,5.59,4.22,67.16,66.18,7.52,0.62,0.17,0.4,0.47,0.26,11.87,29,3,2.61,4,0,851.49,5,4.75,3.23,10.0,30.22,13.62,6.99,4.52,89,8
48,Male,62919,0.99,5,22,3.08,0.89,0.75,7,3.49,5.25,5.88,7.28,56.41,75.15,0.0,0.22,0.29,0.4,0.61,0.37,4.18,32,254,0.46,0,0,273.14,7,7.18,2.81,4.62,23.46,2.38,2.31,1.42,11,7
46,Female,88000,2.85,28,15,7.08,1.15,0.76,3,4.09,2.09,5.43,4.07,55.68,75.13,2.0,0.67,0.2,0.68,0.21,0.43,10.31,4,294,2.7,9,1,139.38,1,4.33,5.64,6.88,22.04,3.52,3.55,4.71,50,10
43,Male,106784,1.33,27,6,6.26,2.87,0.33,3,5.95,3.08,8.66,5.13,61.0,77.42,0.0,0.4,0.21,0.38,0.35,0.51,6.37,7,214,4.14,9,1,393.04,9,5.27,2.73,8.07,17.58,5.43,4.98,5.25,75,10
22,Male,63568,7.8,13,3,7.37,0.91,3.32,4,7.8,3.02,9.12,3.29,61.42,89.28,4.83,0.63,0.3,0.45,0.76,0.64,5.9,3,406,6.94,10,0,534.27,1,4.41,2.86,6.63,21.68,11.46,4.36,3.66,70,6
31,Male,148946,3.96,37,21,5.15,1.4,1.27,6,6.23,2.35,4.57,6.34,61.63,89.96,2.48,0.13,0.25,0.25,0.78,0.74,4.11,35,423,3.07,3,1,1887.33,9,6.08,6.56,3.26,31.29,5.66,4.69,3.91,13,8
44,Female,29025,6.01,37,9,6.25,1.14,0.28,9,10.0,6.1,5.09,5.74,58.1,49.75,2.47,0.56,0.17,0.92,0.7,0.27,3.03,4,266,2.31,7,0,261.97,8,2.5,8.54,5.25,33.12,7.54,5.84,3.11,28,10
13,Male,143019,2.55,19,20,8.13,1.21,3.53,9,4.51,2.24,4.64,6.02,92.21,100.0,3.19,0.57,0.63,0.68,0.68,0.48,7.81,43,112,1.28,6,1,86.62,10,2.27,9.06,5.8,17.04,6.17,5.78,2.77,94,4
17,Male,145185,5.49,36,2,4.65,1.7,1.04,2,5.03,6.36,4.45,6.01,49.02,81.8,3.8,0.54,0.35,0.43,0.41,0.23,7.41,17,136,3.15,3,1,228.21,1,1.84,3.95,4.39,22.18,7.53,3.5,3.65,51,4
57,Female,131818,4.9,25,21,6.35,3.29,2.76,8,2.22,5.42,2.95,6.03,70.51,44.73,3.23,0.51,0.07,0.3,0.22,0.43,9.84,29,462,2.98,4,1,238.07,9,2.16,3.66,6.94,25.26,7.56,6.32,0.67,30,10
16,Male,68107,3.6,10,0,7.44,3.94,0.77,7,6.05,4.88,5.41,5.87,73.82,99.7,0.81,0.44,0.32,0.13,0.57,0.96,11.2,1,126,3.76,7,1,685.85,1,6.47,7.3,8.45,25.25,10.72,10.0,3.45,91,2
28,Male,49856,0.96,35,10,5.19,1.02,7.54,1,3.59,2.25,7.1,3.8,91.74,89.03,1.17,0.6,0.3,0.33,0.55,0.56,9.92,3,200,3.01,10,1,492.98,4,6.31,2.56,5.73,22.04,3.35,6.84,5.13,76,10
36,Female,73470,2.08,21,10,7.92,7.84,0.67,10,4.53,7.55,5.42,7.14,92.99,80.22,1.67,0.78,0.4,0.51,0.62,0.82,4.37,20,479,5.05,1,1,52.79,8,5.23,4.47,7.6,22.86,6.1,5.69,4.67,86,2
28,Female,5804,7.91,13,11,7.54,1.8,0.82,2,5.13,7.21,5.79,4.21,68.38,70.87,4.83,0.41,0.1,0.45,0.51,0.73,2.18,49,243,2.63,5,1,117.39,9,7.35,5.56,6.37,20.4,9.36,5.75,0.6,62,1
14,Female,16780,0.23,39,9,7.78,0.04,0.81,7,3.95,0.7,6.69,6.42,70.71,56.89,0.74,0.78,0.27,0.51,0.52,0.3,8.26,39,150,2.73,0,1,205.04,7,8.29,0.12,4.63,26.08,6.97,1.17,3.69,92,8
40,Male,115953,1.89,37,6,10.21,0.69,0.11,6,5.92,1.36,4.35,7.47,57.3,47.47,0.38,0.96,0.15,0.58,0.66,0.25,12.14,33,250,0.89,0,1,21.06,1,3.7,4.6,8.52,19.91,2.33,5.59,3.55,89,5
44,Male,34379,0.75,10,8,7.33,6.5,2.11,10,3.6,5.0,4.56,5.32,72.3,33.18,0.0,0.35,0.47,0.45,0.3,0.11,1.63,2,81,2.69,1,1,871.64,8,8.8,4.37,6.6,22.38,10.62,3.63,4.14,89,6
39,Male,133292,3.31,11,10,8.52,1.18,2.08,6,5.86,7.38,6.87,7.32,95.13,69.41,2.08,0.73,0.27,0.42,0.35,0.83,0.9,12,300,2.98,5,1,890.68,9,2.84,2.81,9.77,24.72,6.12,8.06,2.96,84,1
32,Male,13368,3.07,28,0,7.51,1.35,0.15,8,3.55,4.48,8.89,6.02,73.95,90.53,3.48,0.53,0.12,0.41,0.71,0.64,1.72,10,421,0.48,8,0,829.7,7,4.65,5.01,2.73,24.24,10.82,6.73,3.49,65,4
36,Female,133398,2.41,38,4,7.91,0.53,1.52,7,6.25,4.89,8.62,7.96,81.92,51.51,0.86,0.62,0.3,0.47,0.31,0.48,4.58,44,216,1.44,0,1,1203.58,8,6.38,3.86,6.23,19.37,4.6,6.34,7.57,81,5
24,Female,143051,0.7,15,10,6.85,0.34,1.66,5,3.67,4.05,8.12,6.02,61.86,48.08,0.46,0.86,0.03,0.73,0.36,0.41,6.21,14,190,1.22,9,0,680.96,1,4.27,3.64,3.87,25.48,1.74,3.48,5.11,97,9
47,Female,65738,10.95,31,16,9.65,1.85,0.55,1,0.24,4.52,6.57,3.89,100.0,65.56,9.1,0.13,0.31,0.31,0.56,0.31,3.41,5,189,0.76,5,1,522.76,5,2.11,7.59,5.1,20.61,12.64,3.21,7.31,97,4
45,Male,70657,8.83,14,19,5.19,1.3,0.62,3,2.92,4.81,7.62,6.31,66.04,79.37,3.73,0.85,0.49,0.53,0.22,0.44,2.46,1,427,0.38,5,0,250.68,5,4.13,2.07,6.84,19.98,11.02,6.0,4.54,18,9
45,Male,91588,10.14,26,23,5.87,0.98,1.88,3,6.6,6.82,6.64,5.52,54.7,75.26,6.86,0.19,0.22,0.04,0.61,0.23,2.72,33,87,1.44,0,0,95.68,7,8.97,4.26,6.97,22.98,11.38,6.19,4.05,35,5
55,Female,6426,1.64,5,8,7.45,0.95,0.45,4,2.49,6.76,7.63,5.25,80.26,60.06,2.81,0.18,0.46,0.27,0.39,0.43,2.21,7,242,4.03,1,0,355.47,5,5.87,2.28,3.1,24.06,4.02,7.58,8.83,42,8
49,Male,74473,1.68,26,4,5.21,2.0,1.18,9,2.12,0.0,4.79,8.03,71.09,57.64,0.89,0.48,0.44,0.4,0.51,0.89,5.0,30,405,3.26,8,1,226.02,8,4.87,6.44,8.02,23.76,5.0,6.69,6.54,25,4
24,Male,56404,2.27,2,12,9.5,3.09,0.96,4,7.13,3.89,6.11,9.92,52.32,78.94,1.48,0.3,0.77,0.42,0.66,0.69,5.6,35,144,0.43,6,1,1083.27,10,4.01,3.96,7.41,24.51,6.26,5.14,3.23,56,5
15,Male,21074,3.52,27,17,6.49,0.18,3.75,8,7.18,3.71,3.71,7.06,69.41,28.18,2.02,0.64,0.19,0.17,0.44,0.35,15.51,2,70,1.41,1,0,298.63,4,5.72,5.6,4.21,21.2,9.94,4.67,3.81,78,2
13,Female,40564,6.35,29,0,9.51,5.09,0.69,7,7.0,4.82,3.94,3.02,56.49,89.06,3.61,0.83,0.6,0.14,0.62,0.44,2.74,47,492,0.37,9,1,1530.45,0,5.5,2.71,8.07,28.28,12.87,7.83,3.77,37,5
45,Male,52594,3.85,32,24,7.63,1.85,5.36,9,5.39,3.45,3.07,6.57,82.5,88.51,2.65,0.57,0.29,0.56,0.78,0.39,13.29,25,437,1.43,5,0,956.91,10,5.74,2.59,10.0,18.1,7.63,5.8,3.91,50,8
52,Other,38418,1.03,29,23,5.22,4.87,0.72,3,3.18,8.06,3.23,9.06,65.1,71.04,1.38,0.09,0.47,0.39,0.38,0.43,8.06,18,408,3.61,5,1,1596.1,5,6.18,5.53,8.49,22.77,6.28,3.87,1.68,57,8
22,Male,84942,5.35,2,23,8.41,2.64,6.19,10,5.06,2.85,5.31,5.02,47.83,78.56,3.44,0.77,0.19,0.29,0.64,0.76,2.55,6,126,0.42,2,1,472.9,5,8.06,1.35,9.65,23.95,7.41,4.55,4.05,58,2
55,Other,48631,1.62,20,1,4.03,0.58,0.32,5,4.63,7.43,8.23,2.14,94.06,51.61,2.19,0.1,0.03,0.36,0.6,0.21,5.34,20,119,1.79,9,1,313.6,6,5.38,3.26,6.06,25.9,10.44,2.24,0.35,86,4
56,Male,99344,2.18,14,14,6.12,3.46,0.44,4,3.66,5.37,4.65,9.13,76.59,67.75,0.98,0.13,0.22,0.64,0.45,0.06,15.38,12,96,0.58,4,0,125.65,9,2.96,2.77,2.78,25.26,4.62,4.73,5.21,33,3
41,Female,26585,13.95,3,22,7.73,3.98,4.22,8,4.92,6.43,8.29,6.93,80.23,83.34,10.0,0.18,0.52,0.62,0.87,0.63,1.29,5,490,0.14,9,0,158.92,4,4.35,6.25,7.01,25.63,16.65,8.14,6.45,93,9
25,Female,52009,0.19,2,2,7.25,2.65,3.15,9,3.78,0.58,5.89,6.28,74.23,76.59,1.06,0.23,0.29,0.45,0.83,0.84,5.13,34,382,0.52,5,1,1284.65,4,6.15,2.01,8.35,26.39,6.99,4.91,5.86,88,2
